star_ID_pair,culture,ras,decs
"100345, 101027",chinese_medieval,"20.350187, 20.481004","-14.781367, -17.813686999999994"
"100310, 100345",chinese_medieval,"20.344393, 20.350187","-12.75908, -14.781367"
"100064, 100345",chinese_medieval,"20.300904, 20.350187","-12.544852, -14.781367"
"42028, 43142",chinese_medieval,"8.567116, 8.787496","-2.151555, -1.897033"
"41307, 42028",chinese_medieval,"8.427676, 8.567116","-3.906424, -2.151555"
"41307, 42146",chinese_medieval,"8.427676, 8.591166000000001","-3.906424, -7.982292"
"42146, 42835",chinese_medieval,"8.591166000000001, 8.727882000000001","-7.982292, -7.23373"
"42835, 43305",chinese_medieval,"8.727882000000001, 8.822702","-7.23373, -3.443023"
"43142, 43305",chinese_medieval,"8.787496, 8.822702","-1.897033, -3.443023"
"37394, 37447",chinese_medieval,"7.676533999999998, 7.687454","-8.18543, -9.551131"
"36640, 37447",chinese_medieval,"7.534934, 7.687454","-8.881326, -9.551131"
"37447, 38048",chinese_medieval,"7.687454, 7.799089","-9.551131, -12.192705"
"37891, 38048",chinese_medieval,"7.765797, 7.799089","-14.563805, -12.192705"
"37379, 37891",chinese_medieval,"7.673114, 7.765797","-15.26392, -14.563805"
"36773, 37379",chinese_medieval,"7.563323, 7.673114","-14.523892000000002, -15.26392"
"91755, 92549",chinese_medieval,"18.710543, 18.859712","55.53945699999999, 52.975117"
"90905, 91755",chinese_medieval,"18.542923, 18.710543","57.045599, 55.53945699999999"
"90156, 90905",chinese_medieval,"18.398507, 18.542923","58.800736, 57.045599"
"89401, 90156",chinese_medieval,"18.244724, 18.398507","56.588238, 58.800736"
"89047, 89401",chinese_medieval,"18.175443, 18.244724","54.286552, 56.588238"
"88732, 89047",chinese_medieval,"18.114854, 18.175443","50.822823, 54.286552"
"9480, 13367",chinese_medieval,"2.032644, 2.866319","70.90701999999997, 68.888497"
"12821, 13367",chinese_medieval,"2.7471330000000003, 2.866319","67.82463, 68.888497"
"11569, 12821",chinese_medieval,"2.484437, 2.7471330000000003","67.402474, 67.82463"
"9009, 11569",chinese_medieval,"1.933337, 2.484437","68.685242, 67.402474"
"8016, 9009",chinese_medieval,"1.715493, 1.933337","70.62252600000002, 68.685242"
"7650, 8016",chinese_medieval,"1.6419259999999998, 1.715493","73.04004, 70.62252600000002"
"51459, 51814",chinese_medieval,"10.510461, 10.586017","55.980536, 57.082637"
"51459, 52136",chinese_medieval,"10.510461, 10.651581","55.980536, 53.6683"
"52136, 53261",chinese_medieval,"10.651581, 10.892911","53.6683, 54.58512800000001"
"53043, 53261",chinese_medieval,"10.853067, 10.892911","56.58225, 54.58512800000001"
"52478, 53043",chinese_medieval,"10.728702, 10.853067","57.199203, 56.58225"
"51814, 52478",chinese_medieval,"10.586017, 10.728702","57.082637, 57.199203"
"81833, 83947",chinese_medieval,"16.714933, 17.159238000000002","38.922254, 40.777033"
"80460, 81833",chinese_medieval,"16.423379999999998, 16.714933","37.394079, 38.922254"
"78012, 80460",chinese_medieval,"15.929884, 16.423379999999998","37.946958, 37.394079"
"75411, 78012",chinese_medieval,"15.408181, 15.929884","37.377167, 37.946958"
"73555, 75411",chinese_medieval,"15.032436, 15.408181","40.390566, 37.377167"
"71075, 73555",chinese_medieval,"14.534636, 15.032436","38.308253, 40.390566"
"69829, 70027",chinese_medieval,"14.291237, 14.329233","15.263379999999998, 16.306948000000002"
"69585, 69829",chinese_medieval,"14.243224, 14.291237","13.975451, 15.263379999999998"
"69536, 69585",chinese_medieval,"14.234773, 14.243224","12.959444, 13.975451"
"69536, 69612",chinese_medieval,"14.234773, 14.247457999999998","12.959444, 10.10061"
"69612, 69989",chinese_medieval,"14.247457999999998, 14.321188","10.10061, 13.004299"
"69989, 70027",chinese_medieval,"14.321188, 14.329233","13.004299, 16.306948000000002"
"8833, 9487",chinese_medieval,"1.892597, 2.034117","3.187536, 2.763759"
"7884, 8833",chinese_medieval,"1.6905259999999998, 1.892597","5.487613, 3.187536"
"7007, 7884",chinese_medieval,"1.503087, 1.6905259999999998","6.14382, 5.487613"
"5737, 7007",chinese_medieval,"1.228857, 1.503087","7.575353999999999, 6.14382"
"4906, 5737",chinese_medieval,"1.049058, 1.228857","7.890135000000001, 7.575353999999999"
"3786, 4906",chinese_medieval,"0.811373, 1.049058","7.585078999999999, 7.890135000000001"
"61281, 68756",chinese_medieval,"12.558058, 14.073165","69.788238, 64.37585"
"56211, 61281",chinese_medieval,"11.523407, 12.558058","69.331076, 69.788238"
"46977, 56211",chinese_medieval,"9.574703, 11.523407","69.830343, 69.331076"
"33827, 46977",chinese_medieval,"7.022612, 9.574703","70.808296, 69.830343"
"24254, 33827",chinese_medieval,"5.206237000000002, 7.022612","73.946674, 70.808296"
"14862, 24254",chinese_medieval,"3.198957, 5.206237000000002","74.393659, 73.946674"
"10054, 10623",chinese_medieval,"2.157062, 2.279251","81.29594499999997, 83.561414"
"4283, 10623",chinese_medieval,"0.914667, 2.279251","83.707435, 83.561414"
"3132, 4283",chinese_medieval,"0.663247, 0.914667","82.493762, 83.707435"
"2142, 3132",chinese_medieval,"0.452034, 0.663247","80.052141, 82.493762"
"2142, 5626",chinese_medieval,"0.452034, 1.204601","80.052141, 79.673963"
"5626, 10054",chinese_medieval,"1.204601, 2.157062","79.673963, 81.29594499999997"
"26727, 27989",chinese_medieval,"5.679313, 5.919529","-1.942572, 7.407063000000001"
"26311, 26727",chinese_medieval,"5.603559, 5.679313","-1.20192, -1.942572"
"25930, 26311",chinese_medieval,"5.533445, 5.603559","-0.299092, -1.20192"
"24436, 25930",chinese_medieval,"5.242298, 5.533445","-8.20164, -0.299092"
"25336, 25930",chinese_medieval,"5.418851, 5.533445","6.349702, -0.299092"
"26727, 27366",chinese_medieval,"5.679313, 5.795941","-1.942572, -9.669605"
"58386, 59856",chinese_medieval,"11.971927, 12.27504","32.330647, 33.061527000000005"
"58386, 58460",chinese_medieval,"11.971927, 11.988205","32.330647, 33.167004"
"58460, 58654",chinese_medieval,"11.988205, 12.027635","33.167004, 36.042086"
"57670, 58654",chinese_medieval,"11.828258, 12.027635","34.931758, 36.042086"
"56997, 57670",chinese_medieval,"11.684171, 11.828258","34.201635, 34.931758"
"56410, 56997",chinese_medieval,"11.565639, 11.684171","36.815614, 34.201635"
"86284, 86565",chinese_medieval,"17.630754, 17.690243","-8.118771, -12.875307"
"85365, 86284",chinese_medieval,"17.443856, 17.630754","-5.086596, -8.118771"
"83262, 85365",chinese_medieval,"17.017667000000007, 17.443856","-4.222644, -5.086596"
"83262, 83962",chinese_medieval,"17.017667000000007, 17.163319","-4.222644, -10.523301"
"83962, 84880",chinese_medieval,"17.163319, 17.347128","-10.523301, -12.846875"
"84880, 86565",chinese_medieval,"17.347128, 17.690243","-12.846875, -12.875307"
"53910, 54061",chinese_medieval,"11.030677, 11.062155","56.382427, 61.75103299999999"
"53910, 58001",chinese_medieval,"11.030677, 11.897168","56.382427, 53.69476"
"58001, 59774",chinese_medieval,"11.897168, 12.257086","53.69476, 57.032617"
"59774, 62956",chinese_medieval,"12.257086, 12.900472","57.032617, 55.959821"
"62956, 65378",chinese_medieval,"12.900472, 13.398747","55.959821, 54.925362"
"65378, 67301",chinese_medieval,"13.398747, 13.792354","54.925362, 49.313265"
"17489, 17531",chinese_medieval,"3.746726, 3.75347","24.28947, 24.467278"
"17499, 17531",chinese_medieval,"3.747927, 3.75347","24.113339, 24.467278"
"17499, 17573",chinese_medieval,"3.747927, 3.763779","24.113339, 24.367748"
"17573, 17608",chinese_medieval,"3.763779, 3.772104","24.367748, 23.948358"
"17608, 17702",chinese_medieval,"3.772104, 3.79141","23.948358, 24.105137"
"17702, 17847",chinese_medieval,"3.79141, 3.819373","24.105137, 24.053415"
"48356, 49841",chinese_medieval,"9.85797, 10.176467","-14.846603, -12.354083"
"49841, 51069",chinese_medieval,"10.176467, 10.434842","-12.354083, -16.836289999999998"
"48615, 51069",chinese_medieval,"9.914503, 10.434842","-19.00936, -16.836289999999998"
"48356, 48615",chinese_medieval,"9.85797, 9.914503","-14.846603, -19.00936"
"47452, 48356",chinese_medieval,"9.671768, 9.85797","-14.332292, -14.846603"
"51069, 52085",chinese_medieval,"10.434842, 10.643043","-16.836289999999998, -16.876572"
"78893, 80161",chinese_medieval,"16.105475, 16.363536","67.81013399999999, 69.109391"
"80161, 80650",chinese_medieval,"16.363536, 16.4664","69.109391, 68.768137"
"80650, 80682",chinese_medieval,"16.4664, 16.472542999999998","68.768137, 67.044"
"79414, 80682",chinese_medieval,"16.207047, 16.472542999999998","67.144176, 67.044"
"78893, 79414",chinese_medieval,"16.105475, 16.207047","67.81013399999999, 67.144176"
"35264, 37819",chinese_medieval,"7.285711, 7.7542490000000015","-37.09747, -37.968584"
"34802, 35264",chinese_medieval,"7.204392, 7.285711","-40.498808, -37.09747"
"34339, 34802",chinese_medieval,"7.118633, 7.204392","-40.893268, -40.498808"
"32537, 34339",chinese_medieval,"6.789278, 7.118633","-37.929698, -40.893268"
"31685, 32537",chinese_medieval,"6.629353, 6.789278","-43.195934, -37.929698"
"5434, 5542",chinese_medieval,"1.158368, 1.185017","47.241792, 55.149901"
"5542, 7294",chinese_medieval,"1.185017, 1.565528","55.149901, 59.23204000000001"
"7294, 8046",chinese_medieval,"1.565528, 1.7221509999999998","59.23204000000001, 60.551332"
"8046, 8886",chinese_medieval,"1.7221509999999998, 1.906584","60.551332, 63.670101"
"8886, 9312",chinese_medieval,"1.906584, 1.993892","63.670101, 64.621602"
"8102, 9347",chinese_medieval,"1.734479, 2.000084","-15.93748, -21.077831"
"8102, 8645",chinese_medieval,"1.734479, 1.857676","-15.93748, -10.335038"
"6537, 8645",chinese_medieval,"1.40039, 1.857676","-8.183257000000001, -10.335038"
"5364, 6537",chinese_medieval,"1.1431639999999998, 1.40039","-10.182264, -8.183257000000001"
"3455, 5364",chinese_medieval,"0.7365, 1.1431639999999998","-10.60955, -10.182264"
"17529, 18532",chinese_medieval,"3.753232, 3.96423","42.578549, 40.010215"
"18532, 18614",chinese_medieval,"3.96423, 3.98275","40.010215, 35.791033"
"18246, 18614",chinese_medieval,"3.9022, 3.98275","31.883635, 35.791033"
"17448, 18246",chinese_medieval,"3.738648, 3.9022","32.288248, 31.883635"
"17313, 17448",chinese_medieval,"3.706291, 3.738648","33.965026, 32.288248"
"100965, 101082",chinese_medieval,"20.470687, 20.490931","81.422708, 81.091277"
"101082, 102599",chinese_medieval,"20.490931, 20.79265","81.091277, 80.552262"
"102599, 104756",chinese_medieval,"20.79265, 21.222665","80.552262, 81.230972"
"102208, 104756",chinese_medieval,"20.709755, 21.222665","82.53115799999998, 81.230972"
"100965, 102208",chinese_medieval,"20.470687, 20.709755","81.422708, 82.53115799999998"
"44511, 44816",chinese_medieval,"9.069248, 9.133268","-47.097737, -43.432589"
"42570, 44511",chinese_medieval,"8.677103, 9.069248","-46.648744, -47.097737"
"42312, 42570",chinese_medieval,"8.627399, 8.677103","-42.989081, -46.648744"
"42312, 44191",chinese_medieval,"8.627399, 9.001505","-42.989081, -41.253605"
"44191, 44816",chinese_medieval,"9.001505, 9.133268","-41.253605, -43.432589"
"93085, 93683",chinese_medieval,"18.962167, 19.07805","-21.106654, -21.741496"
"93683, 94141",chinese_medieval,"19.07805, 19.162731","-21.741496, -21.023615"
"94141, 94820",chinese_medieval,"19.162731, 19.293911","-21.023615, -18.952908"
"94820, 95168",chinese_medieval,"19.293911, 19.361211","-18.952908, -17.847197"
"95168, 95176",chinese_medieval,"19.361211, 19.362117","-17.847197, -15.955018"
"101483, 101882",chinese_medieval,"20.565845, 20.645552","13.027255, 13.315125"
"101800, 101882",chinese_medieval,"20.630311, 20.645552","11.377676, 13.315125"
"101421, 101800",chinese_medieval,"20.553547, 20.630311","11.303263, 11.377676"
"101421, 101483",chinese_medieval,"20.553547, 20.565845","11.303263, 13.027255"
"101483, 101589",chinese_medieval,"20.565845, 20.588482","13.027255, 14.674213"
"101958, 102532",chinese_medieval,"20.660635, 20.77764","15.912072, 16.124295999999998"
"101769, 101958",chinese_medieval,"20.625816, 20.660635","14.595087, 15.912072"
"101769, 102080",chinese_medieval,"20.625816, 20.687836","14.595087, 14.58288"
"102080, 102281",chinese_medieval,"20.687836, 20.724315","14.58288, 15.074581"
"102281, 102532",chinese_medieval,"20.724315, 20.77764","15.074581, 16.124295999999998"
"89341, 90496",chinese_medieval,"18.229392, 18.466179","-21.058834, -25.4217"
"90496, 92041",chinese_medieval,"18.466179, 18.76094","-25.4217, -26.990778"
"92041, 92855",chinese_medieval,"18.76094, 18.92109","-26.990778, -26.296721999999995"
"92855, 93864",chinese_medieval,"18.92109, 19.11567","-26.296721999999995, -27.670423"
"93506, 93864",chinese_medieval,"19.043532, 19.11567","-29.880105, -27.670423"
"24822, 25539",chinese_medieval,"5.321278, 5.460579","22.096494, 21.936965"
"24512, 24822",chinese_medieval,"5.257682, 5.321278","22.284858, 22.096494"
"23883, 24512",chinese_medieval,"5.132066, 5.257682","21.704821, 22.284858"
"23497, 23883",chinese_medieval,"5.051596, 5.132066","21.589962, 21.704821"
"21881, 23497",chinese_medieval,"4.704084, 5.051596","22.956926, 21.589962"
"10732, 10795",chinese_medieval,"2.302094, 2.316097","19.901164, 23.167815"
"10155, 10732",chinese_medieval,"2.177109, 2.302094","19.500338, 19.901164"
"10155, 10306",chinese_medieval,"2.177109, 2.213355","19.500338, 21.210993"
"10306, 10795",chinese_medieval,"2.213355, 2.316097","21.210993, 23.167815"
"10795, 11670",chinese_medieval,"2.316097, 2.508986","23.167815, 25.235036"
"46733, 48319",chinese_medieval,"9.525453, 9.849867","63.061861, 59.038735"
"48319, 48402",chinese_medieval,"9.849867, 9.868433","59.038735, 54.06433199999999"
"46853, 48402",chinese_medieval,"9.547715, 9.868433","51.6773, 54.06433199999999"
"44901, 46853",chinese_medieval,"9.147863, 9.547715","51.604648, 51.6773"
"44504, 44901",chinese_medieval,"9.066778, 9.147863","54.283887, 51.604648"
"5372, 112833",chinese_medieval,"1.145613, 22.850818","86.25709, 85.373739"
"5372, 11767",chinese_medieval,"1.145613, 2.52975","86.25709, 89.26410899999998"
"11767, 85822",chinese_medieval,"2.52975, 17.536918","89.26410899999998, 86.58646"
"82080, 85822",chinese_medieval,"16.766159, 17.536918","82.037262, 86.58646"
"77055, 82080",chinese_medieval,"15.734298999999998, 16.766159","77.794493, 82.037262"
"115919, 117020",chinese_medieval,"23.485915, 23.722878","12.760554, 10.331536"
"114389, 115919",chinese_medieval,"23.167072, 23.485915","9.822082, 12.760554"
"114144, 114389",chinese_medieval,"23.116739000000006, 23.167072","9.409492, 9.822082"
"113503, 114144",chinese_medieval,"22.986615, 23.116739000000006","11.728844, 9.409492"
"112935, 113503",chinese_medieval,"22.873353, 22.986615","9.835664, 11.728844"
"44127, 44471",chinese_medieval,"8.986828, 9.060427","48.041826, 47.156525"
"44471, 50372",chinese_medieval,"9.060427, 10.284952","47.156525, 42.914365"
"50372, 50801",chinese_medieval,"10.284952, 10.372155","42.914365, 41.499516"
"50801, 55219",chinese_medieval,"10.372155, 11.307983","41.499516, 33.094306"
"55203, 55219",chinese_medieval,"11.303118, 11.307983","31.528783, 33.094306"
"7359, 7981",chinese_medieval,"1.580296, 1.7082700000000002","18.460512, 20.268504"
"6981, 7359",chinese_medieval,"1.498017, 1.580296","18.355669, 18.460512"
"6981, 7097",chinese_medieval,"1.498017, 1.524725","18.355669, 15.345823"
"7097, 7740",chinese_medieval,"1.524725, 1.6613380000000002","15.345823, 16.405858"
"7359, 7740",chinese_medieval,"1.580296, 1.6613380000000002","18.460512, 16.405858"
"78401, 78820",chinese_medieval,"16.005557, 16.09062","-22.62171, -19.805453"
"78265, 78401",chinese_medieval,"15.980865, 16.005557","-26.114105, -22.62171"
"78104, 78265",chinese_medieval,"15.948077, 15.980865","-29.214073, -26.114105"
"78820, 78933",chinese_medieval,"16.09062, 16.113452","-19.805453, -20.669192"
"112519, 113116",chinese_medieval,"22.791378, 22.906789","83.15383, 84.346177"
"108456, 112519",chinese_medieval,"21.970404, 22.791378","82.869485, 83.15383"
"112519, 118027",chinese_medieval,"22.791378, 23.940996","83.15383, 83.19111600000002"
"110724, 112519",chinese_medieval,"22.433383, 22.791378","80.701595, 83.15383"
"98066, 98353",chinese_medieval,"19.930651, 19.982555","-26.299506, -26.195767"
"98353, 98688",chinese_medieval,"19.982555, 20.044299","-26.195767, -27.709845"
"98162, 98688",chinese_medieval,"19.94912, 20.044299","-27.169899, -27.709845"
"98066, 98162",chinese_medieval,"19.930651, 19.94912","-26.299506, -27.169899"
"22176, 22565",chinese_medieval,"4.7713410000000005, 4.856239","18.734693, 18.839861"
"22565, 23043",chinese_medieval,"4.856239, 4.956206","18.839861, 17.153677"
"22441, 23043",chinese_medieval,"4.828912, 4.956206","15.904221, 17.153677"
"22176, 22441",chinese_medieval,"4.7713410000000005, 4.828912","18.734693, 15.904221"
"53502, 53773",chinese_medieval,"10.945289, 11.002572","-37.137765, -42.225859"
"50888, 53502",chinese_medieval,"10.391478, 10.945289","-38.009839, -37.137765"
"50191, 50888",chinese_medieval,"10.245607, 10.391478","-42.121942, -38.009839"
"48926, 50888",chinese_medieval,"9.981191, 10.391478","-35.89097299999999, -38.009839"
"4577, 6502",chinese_medieval,"0.976766, 1.391933","-29.357449, -30.945617"
"4577, 4852",chinese_medieval,"0.976766, 1.040674","-29.357449, -31.552005"
"2661, 4577",chinese_medieval,"0.561401, 0.976766","-29.558278, -29.357449"
"2210, 2661",chinese_medieval,"0.4654720000000001, 0.561401","-33.007166999999995, -29.558278"
"33018, 34693",chinese_medieval,"6.879816, 7.1856589999999985","33.961254, 30.245163"
"34693, 36046",chinese_medieval,"7.1856589999999985, 7.428779","30.245163, 27.79808"
"36046, 36962",chinese_medieval,"7.428779, 7.598708","27.79808, 26.895741"
"36962, 37740",chinese_medieval,"7.598708, 7.740792999999999","26.895741, 24.397993"
"116771, 118268",chinese_medieval,"23.665844, 23.988525","5.6262919999999985, 6.863321000000001"
"115830, 116771",chinese_medieval,"23.466138, 23.665844","6.378992, 5.6262919999999985"
"114971, 115830",chinese_medieval,"23.286094, 23.466138","3.282289, 6.378992"
"113889, 114971",chinese_medieval,"23.064615, 23.286094","3.820045, 3.282289"
"29038, 29426",chinese_medieval,"6.126201, 6.198999","14.768472, 14.208765"
"29426, 29704",chinese_medieval,"6.198999, 6.25698","14.208765, 16.143175"
